time	torso_X	torso_Y	torso_Z	torso_R00	torso_R01	torso_R02	torso_R10	torso_R11	torso_R12	torso_r20	torso_R21	torso_R22	left_arm_X	left_arm_Y	left_arm_Z	left_arm_R00	left_arm_R01	left_arm_R02	left_arm_R10	left_arm_R11	left_arm_R12	left_arm_r20	left_arm_R21	left_arm_R22	left_forearm_X	left_forearm_Y	left_forearm_Z	left_forearm_R00	left_forearm_R01	left_forearm_R02	left_forearm_R10	left_forearm_R11	left_forearm_R12	left_forearm_r20	left_forearm_R21	left_forearm_R22	left_hand_X	left_hand_Y	left_hand_Z	left_hand_R00	left_hand_R01	left_hand_R02	left_hand_R10	left_hand_R11	left_hand_R12	left_hand_r20	left_hand_R21	left_hand_R22	right_arm_X	right_arm_Y	right_arm_Z	right_arm_R00	right_arm_R01	right_arm_R02	right_arm_R10	right_arm_R11	right_arm_R12	right_arm_r20	right_arm_R21	right_arm_R22	right_forearm_X	right_forearm_Y	right_forearm_Z	right_forearm_R00	right_forearm_R01	right_forearm_R02	right_forearm_R10	right_forearm_R11	right_forearm_R12	right_forearm_r20	right_forearm_R21	right_forearm_R22	right_hand_X	right_hand_Y	right_hand_Z	right_hand_R00	right_hand_R01	right_hand_R02	right_hand_R10	right_hand_R11	right_hand_R12	right_hand_r20	right_hand_R21	right_hand_R22
0.044	5.00002	16.5994	12.1935	0.596176	0.00189475	-0.802852	-0.000158818	0.999997	0.00224208	0.802854	-0.00120917	0.596174	6.79234	18.599	14.5997	0.596949	-0.00265337	-0.802275	0.00547694	0.999985	0.000767966	0.80226	-0.00485245	0.596954	8.58318	18.6154	17.0065	0.606906	-0.794771	0.0020145	0.00545701	0.00163245	-0.999984	0.794755	0.606907	0.00532782	10.4039	18.6318	19.3907	0.602898	-0.797581	-0.0194659	-0.0307983	0.00111385	-0.999525	0.797223	0.603211	-0.0238926	6.78476	14.599	14.6045	0.618797	0.00334556	-0.785544	-0.00490474	0.999988	0.000395247	0.785536	0.00360831	0.618805	8.64115	14.5843	16.9611	0.583869	-0.811838	-0.00397111	-0.00484797	0.00140481	-0.999987	0.811834	0.58388	-0.00311554	10.3928	14.5697	19.3966	0.60227	-0.798268	-0.00624722	-0.0240482	-0.0103204	-0.999658	0.79793	0.602214	-0.0254126
0.048	5.00012	16.5993	12.1922	0.59562	0.00218325	-0.803263	-0.00016743	0.999997	0.00259381	0.803266	-0.00141043	0.595618	6.79135	18.5988	14.5992	0.59625	-0.00310205	-0.802793	0.00666632	0.999977	0.00108723	0.802771	-0.00599994	0.596257	8.5801	18.6188	17.0075	0.608084	-0.793869	0.00246276	0.00663767	0.00198214	-0.999976	0.793845	0.608086	0.00647475	10.4044	18.6387	19.389	0.603655	-0.796891	-0.0237868	-0.0376758	0.00128848	-0.999289	0.796355	0.604122	-0.0292457	6.78262	14.5988	14.6048	0.621872	0.00352008	-0.783111	-0.00495159	0.999988	0.000562869	0.783103	0.00352761	0.621881	8.64823	14.5839	16.9541	0.580956	-0.813925	-0.0041437	-0.00487549	0.00161096	-0.999987	0.813921	0.580968	-0.00303239	10.3911	14.5693	19.3959	0.602654	-0.797975	-0.00661773	-0.0294555	-0.0139569	-0.999469	0.797459	0.602529	-0.031916
0.052	5.00026	16.5991	12.1907	0.595096	0.00241222	-0.803651	-9.5841e-05	0.999996	0.00293059	0.803655	-0.00166696	0.595094	6.79038	18.5988	14.5983	0.595463	-0.00349869	-0.803375	0.00785938	0.999968	0.00147054	0.803344	-0.00718969	0.595471	8.57677	18.6223	17.0084	0.609311	-0.792926	0.00285894	0.00781887	0.00240285	-0.999967	0.792893	0.609313	0.00766388	10.4047	18.6458	19.3871	0.604479	-0.796115	-0.0283797	-0.0448981	0.00152119	-0.99899	0.795355	0.605143	-0.0348245	6.78073	14.5988	14.605	0.624813	0.00370898	-0.780765	-0.00496932	0.999987	0.000773643	0.780758	0.00339649	0.624824	8.65517	14.5839	16.9473	0.578272	-0.815833	-0.00433072	-0.00486943	0.00185677	-0.999986	0.81583	0.578285	-0.00289893	10.39	14.5693	19.3948	0.602832	-0.797839	-0.00685641	-0.0351521	-0.0179732	-0.99922	0.797093	0.602603	-0.0388806
0.056	5.00045	16.5989	12.1891	0.594598	0.0025625	-0.804019	7.85854e-05	0.999995	0.00324522	0.804023	-0.00199278	0.594595	6.78937	18.5991	14.5972	0.594616	-0.00382257	-0.804001	0.00902121	0.999957	0.00191759	0.80396	-0.00839329	0.594625	8.57322	18.6261	17.0091	0.610564	-0.791961	0.00318232	0.00896518	0.00289361	-0.999956	0.791916	0.610565	0.0088668	10.4049	18.653	19.3848	0.605373	-0.79525	-0.0331807	-0.052343	0.00182094	-0.998628	0.794219	0.606279	-0.0405234	6.77912	14.5991	14.6052	0.627567	0.00393738	-0.778553	-0.00498362	0.999987	0.0010401	0.778547	0.00322728	0.627578	8.66182	14.5841	16.9408	0.575875	-0.817525	-0.00455736	-0.00485435	0.00215503	-0.999986	0.817523	0.575889	-0.00272752	10.3894	14.5696	19.3934	0.602711	-0.797929	-0.00699424	-0.0410699	-0.0222659	-0.998908	0.796902	0.60234	-0.0461908
0.06	5.00067	16.5986	12.1874	0.594077	0.00263828	-0.804404	0.000380841	0.999994	0.00356104	0.804408	-0.00242188	0.594072	6.78818	18.5998	14.5958	0.593767	-0.00406246	-0.804626	0.0101243	0.999946	0.00242251	0.804573	-0.00958465	0.593776	8.56948	18.6301	17.0095	0.611823	-0.790987	0.00342172	0.0100488	0.00344706	-0.999944	0.790931	0.611823	0.0100575	10.4049	18.6603	19.3823	0.606333	-0.794295	-0.038153	-0.0599326	0.00219722	-0.9982	0.792949	0.607528	-0.046272	6.77763	14.5998	14.6055	0.630477	0.00423986	-0.776196	-0.00502104	0.999986	0.00138387	0.776192	0.00302481	0.63049	8.66906	14.5847	16.9341	0.573216	-0.81939	-0.00485796	-0.00485184	0.00253449	-0.999985	0.81939	0.573231	-0.00252274	10.3887	14.5702	19.3923	0.602582	-0.798026	-0.00707772	-0.0471399	-0.0267389	-0.99853	0.796664	0.60203	-0.0537312
0.064	5.00093	16.5984	12.1857	0.593545	0.00262549	-0.804797	0.000828382	0.999992	0.00387322	0.8048	-0.00296561	0.593538	6.78682	18.6009	14.5941	0.592901	-0.00422324	-0.805265	0.0111575	0.999933	0.00297083	0.805198	-0.0107461	0.592908	8.56552	18.6344	17.0097	0.613101	-0.789997	0.00358199	0.0110585	0.00404841	-0.999931	0.789927	0.613098	0.0112183	10.4048	18.6675	19.3795	0.607345	-0.793257	-0.0432986	-0.0676528	0.00266069	-0.997705	0.791552	0.608881	-0.0520501	6.77632	14.6009	14.606	0.633514	0.0046549	-0.773717	-0.00510053	0.999985	0.00183991	0.773714	0.00278076	0.633528	8.67686	14.5856	16.9271	0.570317	-0.821408	-0.00527103	-0.00487598	0.00303148	-0.999984	0.82141	0.570333	-0.00227626	10.3878	14.571	19.3914	0.602504	-0.798084	-0.00716296	-0.0533065	-0.0312851	-0.998088	0.796334	0.601733	-0.0613925
0.068	5.00124	16.5982	12.1838	0.59305	0.00249656	-0.805162	0.00142736	0.99999	0.004152	0.805164	-0.0036116	0.593041	6.78539	18.6025	14.592	0.591975	-0.00432642	-0.805945	0.0121286	0.99992	0.00354089	0.805865	-0.0118711	0.59198	8.56131	18.6388	17.0096	0.614405	-0.788982	0.00368462	0.0120019	0.00467651	-0.999917	0.788899	0.614398	0.0123425	10.4045	18.6748	19.3763	0.608398	-0.792139	-0.0486605	-0.0755565	0.00322266	-0.997136	0.790028	0.610332	-0.0578906	6.7754	14.6025	14.6065	0.636347	0.00522188	-0.771385	-0.00523052	0.999983	0.0024545	0.771385	0.00247283	0.636363	8.68444	14.5868	16.9206	0.567618	-0.823271	-0.00583615	-0.00493143	0.00368879	-0.999981	0.823277	0.567636	-0.00196608	10.3873	14.572	19.3905	0.60235	-0.798199	-0.00730951	-0.0595313	-0.0357891	-0.997585	0.796009	0.60133	-0.0690754
0.072	5.0016	16.598	12.1818	0.592574	0.00224971	-0.805513	0.0021833	0.999988	0.004399	0.805513	-0.00436541	0.592562	6.78382	18.6045	14.5896	0.591026	-0.0044057	-0.806641	0.0130551	0.999906	0.00410422	0.806547	-0.0129565	0.591028	8.5569	18.6437	17.0092	0.615717	-0.787958	0.00376335	0.0128971	0.00530232	-0.999903	0.787862	0.615706	0.0134271	10.404	18.6823	19.3728	0.609481	-0.790938	-0.0543135	-0.0837484	0.00389308	-0.996479	0.788365	0.611884	-0.0638671	6.77482	14.6045	14.607	0.639048	0.00596878	-0.769143	-0.00541803	0.99998	0.00325853	0.769147	0.00208488	0.639068	8.69196	14.5883	16.9145	0.564971	-0.825084	-0.00658127	-0.00501867	0.00453979	-0.999977	0.825095	0.564991	-0.00157597	10.3869	14.5732	19.3898	0.60223	-0.798287	-0.00757504	-0.0657824	-0.0401655	-0.997025	0.795608	0.600937	-0.0767021
0.076	5.00199	16.5977	12.1796	0.592075	0.00189895	-0.805881	0.00310163	0.999984	0.00463507	0.805877	-0.00524385	0.59206	6.78201	18.607	14.5868	0.590096	-0.00450491	-0.807321	0.01396	0.999892	0.0046243	0.807213	-0.0139989	0.590095	8.5523	18.6489	17.0084	0.617029	-0.786931	0.00386202	0.0137689	0.00588898	-0.999888	0.78682	0.617013	0.0144688	10.4034	18.6902	19.3689	0.610577	-0.789654	-0.0603487	-0.0923641	0.00467882	-0.995714	0.786552	0.613535	-0.0700789	6.77442	14.6071	14.6078	0.641881	0.00688459	-0.766773	-0.0056673	0.999975	0.00423422	0.766783	0.00162768	0.641904	8.70006	14.5901	16.9081	0.562051	-0.827069	-0.00749519	-0.00513628	0.00557164	-0.999971	0.827087	0.562073	-0.00111651	10.3862	14.5747	19.3894	0.602223	-0.798288	-0.00799966	-0.0720396	-0.0443611	-0.996415	0.795071	0.60064	-0.0842236
0.08	5.00243	16.5975	12.1774	0.591579	0.00143924	-0.806246	0.00417506	0.99998	0.00484851	0.806236	-0.0062344	0.591561	6.78004	18.61	14.5837	0.589152	-0.00467444	-0.808008	0.0148749	0.999877	0.0050615	0.807885	-0.0150011	0.589149	8.5475	18.6546	17.0073	0.618354	-0.785889	0.004031	0.0146504	0.00639866	-0.999872	0.785763	0.618334	0.0154702	10.4026	18.6985	19.3646	0.611658	-0.788292	-0.0668595	-0.101548	0.00558185	-0.994815	0.784578	0.615276	-0.0766353	6.77429	14.6101	14.6086	0.644662	0.00792032	-0.764427	-0.00596807	0.999968	0.00532776	0.764445	0.00112755	0.644688	8.70827	14.5921	16.9019	0.559218	-0.828977	-0.00852905	-0.00527895	0.00672716	-0.999963	0.829004	0.559243	-0.000614172	10.3859	14.5763	19.389	0.602043	-0.798417	-0.00860729	-0.0783076	-0.0483128	-0.995758	0.794614	0.600163	-0.0916086
