"left_hip_extensor_controller_torso"	1	0
"left_hip_extensor_controller_thigh"	1	0
"left_hip_flexor_controller_torso"	1	1
"left_hip_flexor_controller_thigh"	1	1
"left_knee_extensor_controller_thigh"	1	2
"left_knee_extensor_controller_calf"	1	2
"left_knee_flexor_controller_thigh"	1	3
"left_knee_flexor_controller_calf"	1	3
"left_ankle_dorsiflexor_controller_calf"	1	4
"left_ankle_dorsiflexor_controller_foot"	1	4
"left_ankle_plantarflexor_controller_calf"	1	5
"left_ankle_plantarflexor_controller_foot"	1	5
"right_hip_extensor_controller_torso"	1	6
"right_hip_extensor_controller_thigh"	1	6
"right_hip_flexor_controller_torso"	1	7
"right_hip_flexor_controller_thigh"	1	7
"right_knee_extensor_controller_thigh"	1	8
"right_knee_extensor_controller_calf"	1	8
"right_knee_flexor_controller_thigh"	1	9
"right_knee_flexor_controller_calf"	1	9
"right_ankle_dorsiflexor_controller_calf"	1	10
"right_ankle_dorsiflexor_controller_foot"	1	10
"right_ankle_plantarflexor_controller_calf"	1	11
"right_ankle_plantarflexor_controller_foot"	1	11
