Time	Sin	Left_Hand_X	Right_Hand_X	Left_Hand_Y	Right_Hand_Y	Left_Grip	Right_Grip
0.872	0.791436948	12.62857143	10.4	23.95718474	19.5	0	300
0.876	0.793990399	12.64	10.4	23.96995199	19.5	0	300
0.88	0.796529918	12.65142857	10.4	23.98264959	19.5	0	300
0.884	0.799055462	12.66285714	10.4	23.99527731	19.5	0	300
0.888	0.801566985	12.67428571	10.4	24.00783492	19.5	0	300
0.892	0.804064444	12.68571429	10.4	24.02032222	19.5	0	300
0.896	0.806547795	12.69714286	10.4	24.03273897	19.5	0	300
0.9	0.809016994	12.70857143	10.4	24.04508497	19.5	0	300
0.904	0.811471999	12.72	10.4	24.05735999	19.5	0	300
0.908	0.813912765	12.73142857	10.4	24.06956383	19.5	0	300
0.912	0.816339251	12.74285714	10.4	24.08169625	19.5	0	300
0.916	0.818751413	12.75428571	10.4	24.09375706	19.5	0	300
0.92	0.821149209	12.76571429	10.4	24.10574605	19.5	0	300
0.924	0.823532598	12.77714286	10.4	24.11766299	19.5	0	300
0.928	0.825901536	12.78857143	10.4	24.12950768	19.5	0	300
0.932	0.828255984	12.8	10.4	24.14127992	19.5	0	300
0.936	0.830595899	12.81142857	10.4	24.1529795	19.5	0	300
0.94	0.832921241	12.82285714	10.4	24.1646062	19.5	0	300
0.944	0.835231968	12.83428571	10.4	24.17615984	19.5	0	300
0.948	0.83752804	12.84571429	10.4	24.1876402	19.5	0	300
0.952	0.839809417	12.85714286	10.4	24.19904709	19.5	0	300
0.956	0.842076059	12.86857143	10.4	24.21038029	19.5	0	300
0.96	0.844327926	12.88	10.4	24.22163963	19.5	0	300
0.964	0.846564978	12.89142857	10.4	24.23282489	19.5	0	300
0.968	0.848787176	12.90285714	10.4	24.24393588	19.5	0	300
0.972	0.850994482	12.91428571	10.4	24.25497241	19.5	0	300
0.976	0.853186856	12.92571429	10.4	24.26593428	19.5	0	300
0.98	0.85536426	12.93714286	10.4	24.2768213	19.5	0	300
0.984	0.857526656	12.94857143	10.4	24.28763328	19.5	0	300
0.988	0.859674006	12.96	10.4	24.29837003	19.5	0	300
0.992	0.861806272	12.97142857	10.4	24.30903136	19.5	0	300
0.996	0.863923417	12.98285714	10.4	24.31961709	19.5	0	300
1	0.866025404	12.99428571	10.4	24.33012702	19.5	0	300
1.004	0.868112195	13.00571429	10.4	24.34056098	19.5	0	300
1.008	0.870183755	13.01714286	10.4	24.35091877	19.5	0	300
1.012	0.872240046	13.02857143	10.4	24.36120023	19.5	0	300
1.016	0.874281033	13.04	10.4	24.37140517	19.5	0	300
1.02	0.87630668	13.05142857	10.4	24.3815334	19.5	0	300
1.024	0.878316951	13.06285714	10.4	24.39158476	19.5	0	300
1.028	0.880311812	13.07428571	10.4	24.40155906	19.5	0	300
1.032	0.882291226	13.08571429	10.4	24.41145613	19.5	0	300
1.036	0.88425516	13.09714286	10.4	24.4212758	19.5	0	300
1.04	0.886203579	13.10857143	10.4	24.4310179	19.5	0	300
1.044	0.888136449	13.12	10.4	24.44068224	19.5	0	300
1.048	0.890053735	13.13142857	10.4	24.45026868	19.5	0	300
1.052	0.891955405	13.14285714	10.4	24.45977702	19.5	0	300
1.056	0.893841424	13.15428571	10.4	24.46920712	19.5	0	300
1.06	0.89571176	13.16571429	10.4	24.4785588	19.5	0	300
1.064	0.89756638	13.17714286	10.4	24.4878319	19.5	0	300
1.068	0.899405252	13.18857143	10.4	24.49702626	19.5	0	300
1.072	0.901228342	13.2	10.4	24.50614171	19.5	0	300
1.076	0.90303562	13.21142857	10.4	24.5151781	19.5	0	300
1.08	0.904827052	13.22285714	10.4	24.52413526	19.5	0	300
1.084	0.906602609	13.23428571	10.4	24.53301305	19.5	0	300
1.088	0.908362259	13.24571429	10.4	24.5418113	19.5	0	300
1.092	0.910105971	13.25714286	10.4	24.55052985	19.5	0	300
1.096	0.911833714	13.26857143	10.4	24.55916857	19.5	0	300
1.1	0.913545458	13.28	10.4	24.56772729	19.5	0	300
1.104	0.915241173	13.29142857	10.4	24.57620586	19.5	0	300
1.108	0.916920829	13.30285714	10.4	24.58460414	19.5	0	300
1.112	0.918584397	13.31428571	10.4	24.59292198	19.5	0	300
1.116	0.920231847	13.32571429	10.4	24.60115924	19.5	0	300
1.12	0.921863152	13.33714286	10.4	24.60931576	19.5	0	300
1.124	0.923478281	13.34857143	10.4	24.6173914	19.5	0	300
1.128	0.925077207	13.36	10.4	24.62538603	19.5	0	300
1.132	0.926659901	13.37142857	10.4	24.63329951	19.5	0	300
1.136	0.928226337	13.38285714	10.4	24.64113168	19.5	0	300
1.14	0.929776486	13.39428571	10.4	24.64888243	19.5	0	300
1.144	0.931310321	13.40571429	10.4	24.6565516	19.5	0	300
1.148	0.932827815	13.41714286	10.4	24.66413908	19.5	0	300
1.152	0.934328942	13.42857143	10.4	24.67164471	19.5	0	300
1.156	0.935813676	13.44	10.4	24.67906838	19.5	0	300
1.16	0.937281989	13.45142857	10.4	24.68640995	19.5	0	300
1.164	0.938733858	13.46285714	10.4	24.69366929	19.5	0	300
1.168	0.940169255	13.47428571	10.4	24.70084627	19.5	0	300
1.172	0.941588156	13.48571429	10.4	24.70794078	19.5	0	300
1.176	0.942990536	13.49714286	10.4	24.71495268	19.5	0	300
1.18	0.94437637	13.50857143	10.4	24.72188185	19.5	0	300
1.184	0.945745635	13.52	10.4	24.72872817	19.5	0	300
1.188	0.947098305	13.53142857	10.4	24.73549152	19.5	0	300
1.192	0.948434358	13.54285714	10.4	24.74217179	19.5	0	300
1.196	0.949753769	13.55428571	10.4	24.74876885	19.5	0	300
1.2	0.951056516	13.56571429	10.4	24.75528258	19.5	0	300
1.204	0.952342576	13.57714286	10.4	24.76171288	19.5	0	300
1.208	0.953611927	13.58857143	10.4	24.76805963	19.5	0	300
