time	torso_X	torso_Y	torso_Z	torso_R00	torso_R01	torso_R02	torso_R10	torso_R11	torso_R12	torso_r20	torso_R21	torso_R22	left_arm_X	left_arm_Y	left_arm_Z	left_arm_R00	left_arm_R01	left_arm_R02	left_arm_R10	left_arm_R11	left_arm_R12	left_arm_r20	left_arm_R21	left_arm_R22	left_forearm_X	left_forearm_Y	left_forearm_Z	left_forearm_R00	left_forearm_R01	left_forearm_R02	left_forearm_R10	left_forearm_R11	left_forearm_R12	left_forearm_r20	left_forearm_R21	left_forearm_R22	left_hand_X	left_hand_Y	left_hand_Z	left_hand_R00	left_hand_R01	left_hand_R02	left_hand_R10	left_hand_R11	left_hand_R12	left_hand_r20	left_hand_R21	left_hand_R22	right_arm_X	right_arm_Y	right_arm_Z	right_arm_R00	right_arm_R01	right_arm_R02	right_arm_R10	right_arm_R11	right_arm_R12	right_arm_r20	right_arm_R21	right_arm_R22	right_forearm_X	right_forearm_Y	right_forearm_Z	right_forearm_R00	right_forearm_R01	right_forearm_R02	right_forearm_R10	right_forearm_R11	right_forearm_R12	right_forearm_r20	right_forearm_R21	right_forearm_R22	right_hand_X	right_hand_Y	right_hand_Z	right_hand_R00	right_hand_R01	right_hand_R02	right_hand_R10	right_hand_R11	right_hand_R12	right_hand_r20	right_hand_R21	right_hand_R22
0.004	5	16.6	12.2	0.6	0	-0.8	0	1	0	0.8	0	0.6	6.8	18.6	14.6	0.6	0	-0.8	0	1	0	0.8	0	0.6	8.6	18.6	17	0.6	-0.8	-0.000637061	0	0.000796327	-1	0.8	0.6	0.000477796	10.4	18.6	19.4	0.6	-0.8	-0.000637061	0	0.000796327	-1	0.8	0.6	0.000477796	6.8	14.6	14.6	0.6	0	-0.8	0	1	0	0.8	0	0.6	8.6	14.6	17	0.6	-0.8	-0.000637061	0	0.000796327	-1	0.8	0.6	0.000477796	10.4	14.6	19.4	0.6	-0.8	-0.000637061	0	0.000796327	-1	0.8	0.6	0.000477796
0.008	5	16.6	12.2	0.6	0	-0.8	0	1	0	0.8	0	0.6	6.8	18.6	14.6	0.6	0	-0.8	0	1	0	0.8	0	0.6	8.6	18.6	17	0.6	-0.8	-0.000637061	0	0.000796327	-1	0.8	0.6	0.000477796	10.4	18.6	19.4	0.6	-0.8	-0.000637061	0	0.000796327	-1	0.8	0.6	0.000477796	6.8	14.6	14.6	0.6	0	-0.8	0	1	0	0.8	0	0.6	8.6	14.6	17	0.6	-0.8	-0.000637061	0	0.000796327	-1	0.8	0.6	0.000477796	10.4	14.6	19.4	0.6	-0.8	-0.000637061	0	0.000796327	-1	0.8	0.6	0.000477796
0.012	4.99997	16.6	12.1999	0.599731	7.66404e-05	-0.800202	-7.93164e-05	1	3.63308e-05	0.800202	4.16804e-05	0.599731	6.79932	18.5997	14.6006	0.600475	-0.000235073	-0.799643	0.000391981	1	3.78178e-07	0.799643	-0.000313672	0.600475	8.60074	18.6009	16.9995	0.599548	-0.800339	-0.000401705	0.000392904	0.00079625	-1	0.800339	0.599548	0.000791847	10.3994	18.6021	19.4005	0.600655	-0.799507	-0.00143394	-0.00132671	0.000796794	-0.999999	0.799507	0.600657	-0.000582112	6.79901	14.5997	14.6004	0.601314	0.000210103	-0.799013	-0.00035031	1	-6.80061e-07	0.799013	0.000280311	0.601314	8.60295	14.5987	16.9974	0.597842	-0.801613	-0.000846378	-0.000346856	0.000797158	-1	0.801614	0.597843	0.000198531	10.3965	14.5977	19.4023	0.60213	-0.798398	-0.000331128	0.000496114	0.000788897	-1	0.798398	0.60213	0.000871116
0.016	4.99994	16.6	12.1996	0.59934	0.000225692	-0.800495	-0.000262594	1	8.53337e-05	0.800494	0.000159061	0.59934	6.79841	18.5992	14.6014	0.601045	-0.000724083	-0.799215	0.00120758	0.999999	2.16155e-06	0.799214	-0.000966415	0.601045	8.60154	18.6028	16.999	0.599143	-0.800642	8.76466e-05	0.00120948	0.000795614	-0.999999	0.800641	0.599143	0.00144504	10.399	18.6064	19.401	0.601437	-0.798914	-0.00306691	-0.00404066	0.000796929	-0.999992	0.79891	0.601445	-0.00274884	6.79751	14.5992	14.6008	0.602966	0.000518508	-0.797767	-0.000864489	1	-3.44648e-06	0.797767	0.000691739	0.602966	8.6064	14.5966	16.9941	0.595881	-0.803072	-0.00115379	-0.000857437	0.0008005	-0.999999	0.803072	0.595882	-0.00021158	10.394	14.594	19.4033	0.603825	-0.797117	0.000162173	0.00145876	0.000901574	-0.999999	0.797116	0.603824	0.00170719
0.02	4.99993	16.5999	12.1992	0.599073	0.000387688	-0.800695	-0.000593537	1	4.01103e-05	0.800694	0.000451212	0.599073	6.79792	18.5981	14.6021	0.601767	-0.00148998	-0.79867	0.00248314	0.999997	5.37815e-06	0.798668	-0.00198644	0.601769	8.60323	18.6055	16.9981	0.598042	-0.801465	0.000853977	0.00248684	0.00079013	-0.999997	0.801461	0.598042	0.00246565	10.3974	18.613	19.4025	0.603309	-0.797488	-0.00556691	-0.00818016	0.00079193	-0.999966	0.797465	0.603334	-0.0060458	6.79637	14.5981	14.6003	0.604046	0.000846882	-0.796949	-0.00140845	0.999999	-4.88158e-06	0.796948	0.00112541	0.604047	8.60851	14.5939	16.9912	0.594489	-0.804102	-0.00148151	-0.00139891	0.000808202	-0.999999	0.804102	0.594491	-0.000644395	10.392	14.5897	19.4035	0.605433	-0.795896	0.000778054	0.00290842	0.00123484	-0.999995	0.795891	0.605432	0.00306241
0.024	4.99995	16.5998	12.1986	0.598858	0.000579397	-0.800855	-0.00099396	1	-1.97842e-05	0.800854	0.000807865	0.598859	6.79768	18.5968	14.6028	0.602243	-0.0025017	-0.798309	0.00416032	0.999991	4.82362e-06	0.798302	-0.00332413	0.602248	8.60441	18.6093	16.9977	0.597259	-0.802046	0.00186598	0.00416523	0.000775215	-0.999991	0.802038	0.597261	0.00380371	10.3962	18.6218	19.4038	0.605141	-0.796069	-0.00889853	-0.0136788	0.00077896	-0.999906	0.796001	0.605205	-0.0104179	6.79536	14.5968	14.5995	0.605431	0.00126841	-0.795897	-0.00206084	0.999998	2.60237e-05	0.795895	0.00162446	0.605433	8.61166	14.5906	16.9872	0.59197	-0.805958	-0.00190221	-0.00204673	0.000856867	-0.999998	0.805958	0.591972	-0.00114234	10.3876	14.5845	19.4051	0.608497	-0.793555	0.00153548	0.00494574	0.00185747	-0.999986	0.793541	0.608496	0.00505499
0.028	5	16.5996	12.1979	0.598758	0.000781422	-0.80093	-0.00151644	0.999999	-0.000158013	0.800929	0.00130917	0.598759	6.79784	18.5951	14.6033	0.602645	-0.0037841	-0.798	0.00626261	0.99998	-1.23925e-05	0.797984	-0.0049901	0.602657	8.60577	18.6139	16.9972	0.596407	-0.802676	0.00314863	0.00626853	0.000735083	-0.99998	0.802657	0.596415	0.00547001	10.395	18.6327	19.4052	0.607221	-0.794426	-0.0130386	-0.0204837	0.000752413	-0.99979	0.794269	0.607361	-0.0158159	6.79471	14.5951	14.598	0.606195	0.00167701	-0.795314	-0.00262574	0.999997	0.000107248	0.795311	0.00202327	0.606198	8.6133	14.5872	16.984	0.590591	-0.806968	-0.00231034	-0.00260764	0.00095454	-0.999996	0.806967	0.590595	-0.00154054	10.3851	14.5794	19.4049	0.610528	-0.791992	0.0020655	0.007071	0.00284296	-0.999971	0.791963	0.610525	0.00733589
0.032	5.00009	16.5995	12.197	0.598756	0.000980648	-0.800931	-0.00214931	0.999998	-0.000382384	0.800929	0.0019504	0.598756	6.79832	18.593	14.6037	0.603177	-0.00530373	-0.797589	0.00875198	0.999962	-3.07481e-05	0.797559	-0.00696194	0.603201	8.60785	18.6193	16.9964	0.594997	-0.803714	0.00466858	0.00875935	0.000676095	-0.999961	0.80368	0.595015	0.00744229	10.3928	18.6455	19.4074	0.610149	-0.792083	-0.0179448	-0.0284417	0.00073718	-0.999595	0.791776	0.610412	-0.0220784	6.7944	14.593	14.5959	0.606696	0.0020746	-0.794931	-0.00311166	0.999995	0.000234931	0.794928	0.00233102	0.606699	8.61449	14.5837	16.9807	0.588954	-0.808162	-0.00270762	-0.00308807	0.00109987	-0.999995	0.808161	0.588959	-0.00184789	10.3813	14.5744	19.4052	0.613277	-0.789864	0.00246234	0.00928481	0.00409178	-0.999949	0.789813	0.613269	0.00984313
0.036	5.00021	16.5993	12.1961	0.598627	0.00121265	-0.801027	-0.00278639	0.999996	-0.00056847	0.801023	0.00257228	0.598628	6.79852	18.5909	14.6043	0.60361	-0.0070303	-0.797249	0.0115158	0.999934	-9.88222e-05	0.797197	-0.00912131	0.603651	8.60935	18.6255	16.9959	0.594035	-0.804414	0.00639543	0.0115233	0.000559721	-0.999933	0.804357	0.594069	0.00960201	10.3915	18.66	19.409	0.612733	-0.789943	-0.0234305	-0.03732	0.000692399	-0.999303	0.789409	0.61318	-0.0290564	6.79367	14.5909	14.594	0.607996	0.00265096	-0.793935	-0.00378046	0.999993	0.000443905	0.793931	0.00273155	0.608002	8.61766	14.5796	16.9758	0.586124	-0.810214	-0.00328319	-0.00374524	0.00134284	-0.999992	0.810212	0.586132	-0.00224738	10.376	14.5683	19.4064	0.616987	-0.786966	0.00326405	0.0124462	0.00561062	-0.999907	0.786875	0.616971	0.0132564
0.04	5.00037	16.599	12.1951	0.598449	0.00146694	-0.80116	-0.00350943	0.999994	-0.000790461	0.801153	0.00328466	0.59845	6.79865	18.5885	14.6051	0.604241	-0.008954	-0.796751	0.0145691	0.999894	-0.000187996	0.796669	-0.0114944	0.604307	8.61137	18.6322	16.9951	0.592716	-0.805369	0.00831952	0.0145764	0.000398592	-0.999894	0.80528	0.592774	0.0119756	10.3895	18.6759	19.4109	0.615808	-0.787345	-0.0294762	-0.0469437	0.000679986	-0.998897	0.786496	0.616513	-0.0365421	6.79278	14.5885	14.5919	0.60911	0.00322099	-0.793079	-0.00432424	0.99999	0.000740174	0.793074	0.00297862	0.609118	8.62011	14.5756	16.9712	0.584234	-0.811576	-0.00385254	-0.00427454	0.0016698	-0.999989	0.811574	0.584244	-0.00249356	10.3728	14.5627	19.4059	0.619552	-0.784946	0.00375765	0.0155892	0.00751798	-0.99985	0.784801	0.619518	0.0168944
0.044	5.00057	16.5988	12.1939	0.598212	0.00173309	-0.801336	-0.00425736	0.99999	-0.00101547	0.801326	0.00401904	0.598214	6.79867	18.586	14.6059	0.604958	-0.0110029	-0.796181	0.0178195	0.999841	-0.000277746	0.796058	-0.0140195	0.605058	8.61355	18.6395	16.9941	0.591177	-0.806475	0.0103689	0.0178257	0.000211962	-0.999841	0.806345	0.591268	0.0145013	10.3871	18.6929	19.4131	0.619353	-0.784288	-0.0359764	-0.057048	0.00074576	-0.998371	0.783037	0.620397	-0.0442801	6.79174	14.586	14.5899	0.610692	0.0038198	-0.791859	-0.00480253	0.999988	0.00112	0.791853	0.00311895	0.610703	8.62382	14.5716	16.9654	0.581236	-0.813723	-0.00445038	-0.00472901	0.00209119	-0.999987	0.813722	0.581249	-0.00263263	10.3675	14.5574	19.4066	0.623318	-0.781957	0.00411641	0.0185712	0.00954048	-0.999782	0.781748	0.623259	0.0204686
0.048	5.00082	16.5985	12.1927	0.5979	0.00198311	-0.801568	-0.0049402	0.999987	-0.00121095	0.801556	0.00468394	0.597902	6.79848	18.5837	14.6067	0.605472	-0.0131729	-0.795757	0.0211587	0.999776	-0.000451096	0.795585	-0.0165641	0.605616	8.6149	18.6472	16.9935	0.590164	-0.807186	0.0125392	0.0211614	-5.9112e-05	-0.999776	0.807006	0.590297	0.0170463	10.3854	18.7106	19.4145	0.622488	-0.781465	-0.0426724	-0.067398	0.000794522	-0.997726	0.779722	0.623948	-0.0521746	6.79055	14.5837	14.588	0.61269	0.00466486	-0.79031	-0.00552543	0.999983	0.00161888	0.790304	0.00337493	0.612705	8.62862	14.5672	16.9589	0.577926	-0.816072	-0.00529421	-0.00541577	0.00265197	-0.999982	0.816071	0.577945	-0.00288701	10.3624	14.5509	19.4071	0.627076	-0.778942	0.00497689	0.0226731	0.0118655	-0.999673	0.778628	0.626983	0.0251016
0.052	5.00114	16.5982	12.1914	0.597743	0.00216436	-0.801685	-0.00565111	0.999983	-0.00151379	0.801668	0.00543526	0.597745	6.79869	18.5813	14.6072	0.606036	-0.0153709	-0.795289	0.0246125	0.999697	-0.000566016	0.795057	-0.019231	0.60623	8.6168	18.6551	16.9924	0.588645	-0.808257	0.0147376	0.0246117	-0.000303776	-0.999697	0.808017	0.588829	0.0197138	10.3827	18.7289	19.4165	0.626343	-0.777961	-0.0497159	-0.0778593	0.00102622	-0.996964	0.77565	0.628312	-0.0599287	6.79004	14.5813	14.5855	0.613826	0.00552217	-0.789422	-0.00614849	0.999979	0.00221421	0.789417	0.00349462	0.613847	8.63151	14.5629	16.9538	0.575885	-0.817508	-0.0061508	-0.00599956	0.00329734	-0.999977	0.817509	0.575908	-0.00300579	10.3592	14.5449	19.4063	0.629854	-0.776694	0.00558026	0.0267753	0.0145319	-0.999536	0.776252	0.629711	0.0299492
